実行日時,対象開始日時,対象終了日時,日付,シフト,ライン,設備ID,設備名,サイクルタイム_分,計画時間_分,想定停止時間_分,想定稼働時間_分,想定稼働率_%,実停止時間_分,稼働時間_分,実績稼働率_%,停止理由,生産数,不良数
2026-09-07 23:13:31,2026-09-07 12:00:00,2026-09-07 18:00:00,2026-09-07,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,24,291,92.4,清掃,8,0
2026-09-07 23:13:31,2026-09-07 12:00:00,2026-09-07 18:00:00,2026-09-07,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,26,289,91.7,清掃,14,0
2026-09-07 23:13:31,2026-09-07 12:00:00,2026-09-07 18:00:00,2026-09-07,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,20,295,93.7,段取り替え,19,0
2026-09-07 23:13:31,2026-09-07 12:00:00,2026-09-07 18:00:00,2026-09-07,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,8,307,97.5,チョコ停,15,0
2026-09-07 23:13:31,2026-09-07 12:00:00,2026-09-07 18:00:00,2026-09-07,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,36,279,88.6,品質確認,12,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,27,288,91.4,清掃,11,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,69,246,78.1,材料待ち,6,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,36,279,88.6,品質確認,13,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,13,302,95.9,チョコ停,20,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,5,310,98.4,なし,15,0
2026-09-08 07:39:42,2026-09-08 00:00:00,2026-09-08 06:00:00,2026-09-08,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,20,295,93.7,品質確認,13,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,36,279,88.6,材料待ち,11,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,30,285,90.5,清掃,7,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,79,236,74.9,設備異常,11,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,32,283,89.8,品質確認,18,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,41,274,87.0,段取り替え,13,0
2026-09-08 13:12:51,2026-09-08 06:00:00,2026-09-08 12:00:00,2026-09-08,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,39,276,87.6,段取り替え,12,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,12,303,96.2,チョコ停,12,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,39,276,87.6,材料待ち,7,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,77,238,75.6,設備異常,11,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,80,235,74.6,設備異常,15,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,62,253,80.3,設備異常,12,0
2026-09-08 18:13:35,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,18,297,94.3,清掃,13,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,18,297,94.3,品質確認,11,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,6,309,98.1,なし,8,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,30,285,90.5,品質確認,14,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,2,313,99.4,なし,20,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,15,300,95.2,清掃,15,0
2026-09-08 23:06:03,2026-09-08 12:00:00,2026-09-08 18:00:00,2026-09-08,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,108,207,65.7,設備異常,9,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,15,300,95.2,品質確認,12,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,39,276,87.6,品質確認,7,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,76,239,75.9,材料待ち,11,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,43,272,86.3,材料待ち,18,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,47,268,85.1,材料待ち,13,0
2026-09-09 07:44:17,2026-09-09 00:00:00,2026-09-09 06:00:00,2026-09-09,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,32,283,89.8,品質確認,12,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,30,285,90.5,材料待ち,11,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,51,264,83.8,材料待ち,7,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,93,222,70.5,設備異常,11,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,25,290,92.1,品質確認,19,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,58,257,81.6,材料待ち,12,0
2026-09-09 13:18:03,2026-09-09 06:00:00,2026-09-09 12:00:00,2026-09-09,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,18,297,94.3,品質確認,13,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,63,252,80.0,設備異常,10,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,23,292,92.7,清掃,8,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,83,232,73.7,設備異常,11,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,38,277,87.9,段取り替え,18,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,108,207,65.7,設備異常,10,0
2026-09-09 18:13:41,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,34,281,89.2,品質確認,12,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,2,313,99.4,なし,12,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,20,295,93.7,チョコ停,8,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,34,281,89.2,品質確認,14,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,10,305,96.8,チョコ停,20,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,26,289,91.7,品質確認,14,0
2026-09-09 22:51:38,2026-09-09 12:00:00,2026-09-09 18:00:00,2026-09-09,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,17,298,94.6,清掃,13,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,6,309,98.1,チョコ停,12,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,51,264,83.8,材料待ち,7,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,63,252,80.0,設備異常,12,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,110,205,65.1,設備異常,13,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,40,275,87.3,材料待ち,13,0
2026-09-10 07:43:52,2026-09-10 00:00:00,2026-09-10 06:00:00,2026-09-10,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,60,255,81.0,材料待ち,11,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,15,300,95.2,清掃,12,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,10,305,96.8,チョコ停,8,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,20,295,93.7,清掃,14,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,5,310,98.4,チョコ停,20,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,41,274,87.0,段取り替え,13,0
2026-09-10 13:15:15,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,20,295,93.7,清掃,13,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,18,297,94.3,清掃,11,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,50,265,84.1,段取り替え,7,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,31,284,90.2,材料待ち,14,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,78,237,75.2,材料待ち,15,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,18,297,94.3,チョコ停,14,0
2026-09-10 17:58:42,2026-09-10 06:00:00,2026-09-10 12:00:00,2026-09-10,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,20,295,93.7,品質確認,13,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,17,298,94.6,清掃,11,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,5,310,98.4,なし,8,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,23,292,92.7,品質確認,14,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,64,251,79.7,材料待ち,16,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,105,210,66.7,設備異常,10,0
2026-09-10 22:52:50,2026-09-10 12:00:00,2026-09-10 18:00:00,2026-09-10,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,10,305,96.8,チョコ停,13,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,9,306,97.1,なし,12,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,44,271,86.0,段取り替え,7,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,13,302,95.9,清掃,15,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,24,291,92.4,清掃,19,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,30,285,90.5,品質確認,14,0
2026-09-11 07:39:10,2026-09-11 00:00:00,2026-09-11 06:00:00,2026-09-11,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,25,290,92.1,清掃,13,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,13,302,95.9,清掃,12,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,11,304,96.5,チョコ停,8,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,109,206,65.4,設備異常,10,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,9,306,97.1,なし,20,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,16,299,94.9,チョコ停,14,0
2026-09-11 13:09:17,2026-09-11 06:00:00,2026-09-11 12:00:00,2026-09-11,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,43,272,86.3,材料待ち,12,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,49,266,84.4,段取り替え,10,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,6,309,98.1,なし,8,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,27,288,91.4,清掃,14,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,77,238,75.6,材料待ち,15,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,22,293,93.0,段取り替え,14,0
2026-09-11 18:04:07,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,2,313,99.4,なし,14,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-A,MC-001,切断機,25,315,25,290,92.1,10,305,96.8,清掃,12,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-A,MC-002,加工機,36,315,31,284,90.2,113,202,64.1,設備異常,5,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-B,MC-003,検査機,20,315,15,300,95.2,27,288,91.4,品質確認,14,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-B,MC-004,包装機,15,315,22,293,93.0,10,305,96.8,なし,20,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-C,MC-005,組立機,20,315,37,278,88.3,25,290,92.1,品質確認,14,0
2026-09-11 22:55:05,2026-09-11 12:00:00,2026-09-11 18:00:00,2026-09-11,夜勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,7,308,97.8,チョコ停,14,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,15,300,95.2,チョコ停,12,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,76,239,75.9,材料待ち,6,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,6,309,98.1,なし,15,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,8,307,97.5,チョコ停,20,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,17,298,94.6,チョコ停,14,0
2026-09-12 07:32:31,2026-09-12 00:00:00,2026-09-12 06:00:00,2026-09-12,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,30,285,90.5,品質確認,12,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-A,MC-001,切断機,25,315,25,290,92.1,23,292,92.7,品質確認,11,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-A,MC-002,加工機,36,315,31,284,90.2,96,219,69.5,設備異常,6,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-B,MC-003,検査機,20,315,15,300,95.2,5,310,98.4,なし,15,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-B,MC-004,包装機,15,315,22,293,93.0,8,307,97.5,チョコ停,20,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-C,MC-005,組立機,20,315,37,278,88.3,26,289,91.7,清掃,14,0
2026-09-12 12:33:01,2026-09-12 06:00:00,2026-09-12 12:00:00,2026-09-12,昼勤,Line-C,MC-006,圧着機,22,315,28,287,91.1,7,308,97.8,なし,14,0
